0,2.5981
0.00026042,2.7326
0.00052083,2.8408
0.00078125,2.9216
0.0010417,2.9743
0.0013021,2.9984
0.0015625,2.9936
0.0018229,2.9599
0.0020833,2.8978
0.0023437,2.8077
0.0026042,2.6906
0.0028646,2.5476
0.003125,2.3801
0.0033854,2.1896
0.0036458,1.978
0.0039063,1.7474
0.0041667,1.5
0.0044271,1.2381
0.0046875,0.96432
0.0049479,0.68123
0.0052083,0.39158
0.0054687,0.098157
0.0057292,-0.19621
0.0059896,-0.48869
0.00625,-0.77646
0.0065104,-1.0568
0.0067708,-1.3269
0.0070313,-1.5842
0.0072917,-1.8263
0.0075521,-2.0508
0.0078125,-2.2555
0.0080729,-2.4385
0.0083333,-2.5981
0.0085938,-2.7326
0.0088542,-2.8408
0.0091146,-2.9216
0.009375,-2.9743
0.0096354,-2.9984
0.0098958,-2.9936
0.010156,-2.9599
0.010417,-2.8978
0.010677,-2.8077
0.010937,-2.6906
0.011198,-2.5476
0.011458,-2.3801
0.011719,-2.1896
0.011979,-1.978
0.01224,-1.7474
0.0125,-1.5
0.01276,-1.2381
0.013021,-0.96432
0.013281,-0.68123
0.013542,-0.39158
0.013802,-0.098157
0.014063,0.19621
0.014323,0.48869
0.014583,0.77646
0.014844,1.0568
0.015104,1.3269
0.015365,1.5842
0.015625,1.8263
0.015885,2.0508
0.016146,2.2555
0.016406,2.4385
0.016667,2.5981
0.016927,2.7326
0.017188,2.8408
0.017448,2.9216
0.017708,2.9743
0.017969,2.9984
0.018229,2.9936
0.01849,2.9599
0.01875,2.8978
0.01901,2.8077
0.019271,2.6906
0.019531,2.5476
0.019792,2.3801
0.020052,2.1896
0.020313,1.978
0.020573,1.7474
0.020833,1.5
0.021094,1.2381
0.021354,0.96432
0.021615,0.68123
0.021875,0.39158
0.022135,0.098157
0.022396,-0.19621
0.022656,-0.48869
0.022917,-0.77646
0.023177,-1.0568
0.023438,-1.3269
0.023698,-1.5842
0.023958,-1.8263
0.024219,-2.0508
0.024479,-2.2555
0.02474,-2.4385
0.025,-2.5981
0.02526,-2.7326
0.025521,-2.8408
0.025781,-2.9216
0.026042,-2.9743
0.026302,-2.9984
0.026562,-2.9936
0.026823,-2.9599
0.027083,-2.8978
0.027344,-2.8077
0.027604,-2.6906
0.027865,-2.5476
0.028125,-2.3801
0.028385,-2.1896
0.028646,-1.978
0.028906,-1.7474
0.029167,-1.5
0.029427,-1.2381
0.029687,-0.96432
0.029948,-0.68123
0.030208,-0.39158
0.030469,-0.098157
0.030729,0.19621
0.03099,0.48869
0.03125,0.77646
0.03151,1.0568
0.031771,1.3269
0.032031,1.5842
0.032292,1.8263
0.032552,2.0508
0.032813,2.2555
0.033073,2.4385
0.033333,2.5981
0.033594,2.7326
0.033854,2.8408
0.034115,2.9216
0.034375,2.9743
0.034635,2.9984
0.034896,2.9936
0.035156,2.9599
0.035417,2.8978
0.035677,2.8077
0.035937,2.6906
0.036198,2.5476
0.036458,2.3801
0.036719,2.1896
0.036979,1.978
0.03724,1.7474
0.0375,1.5
0.03776,1.2381
0.038021,0.96432
0.038281,0.68123
0.038542,0.39158
0.038802,0.098157
0.039063,-0.19621
0.039323,-0.48869
0.039583,-0.77646
0.039844,-1.0568
0.040104,-1.3269
0.040365,-1.5842
0.040625,-1.8263
0.040885,-2.0508
0.041146,-2.2555
0.041406,-2.4385
0.041667,-2.5981
0.041927,-2.7326
0.042188,-2.8408
0.042448,-2.9216
0.042708,-2.9743
0.042969,-2.9984
0.043229,-2.9936
0.04349,-2.9599
0.04375,-2.8978
0.04401,-2.8077
0.044271,-2.6906
0.044531,-2.5476
0.044792,-2.3801
0.045052,-2.1896
0.045312,-1.978
0.045573,-1.7474
0.045833,-1.5
0.046094,-1.2381
0.046354,-0.96432
0.046615,-0.68123
0.046875,-0.39158
0.047135,-0.098157
0.047396,0.19621
0.047656,0.48869
0.047917,0.77646
0.048177,1.0568
0.048438,1.3269
0.048698,1.5842
0.048958,1.8263
0.049219,2.0508
0.049479,2.2555
0.04974,2.4385
0.05,2.5981
0.05026,2.7326
0.050521,2.8408
0.050781,2.9216
0.051042,2.9743
0.051302,2.9984
0.051562,2.9936
0.051823,2.9599
0.052083,2.8978
0.052344,2.8077
0.052604,2.6906
0.052865,2.5476
0.053125,2.3801
0.053385,2.1896
0.053646,1.978
0.053906,1.7474
0.054167,1.5
0.054427,1.2381
0.054688,0.96432
0.054948,0.68123
0.055208,0.39158
0.055469,0.098157
0.055729,-0.19621
0.05599,-0.48869
0.05625,-0.77646
0.05651,-1.0568
0.056771,-1.3269
0.057031,-1.5842
0.057292,-1.8263
0.057552,-2.0508
0.057812,-2.2555
0.058073,-2.4385
0.058333,-2.5981
0.058594,-2.7326
0.058854,-2.8408
0.059115,-2.9216
0.059375,-2.9743
0.059635,-2.9984
0.059896,-2.9936
0.060156,-2.9599
0.060417,-2.8978
0.060677,-2.8077
0.060937,-2.6906
0.061198,-2.5476
0.061458,-2.3801
0.061719,-2.1896
0.061979,-1.978
0.06224,-1.7474
0.0625,-1.5
0.06276,-1.2381
0.063021,-0.96432
0.063281,-0.68123
0.063542,-0.39158
0.063802,-0.098157
0.064062,0.19621
0.064323,0.48869
0.064583,0.77646
0.064844,1.0568
0.065104,1.3269
0.065365,1.5842
0.065625,1.8263
0.065885,2.0508
0.066146,2.2555
0.066406,2.4385
0.066667,2.5981
0.066927,2.7326
0.067187,2.8408
0.067448,2.9216
0.067708,2.9743
0.067969,2.9984
0.068229,2.9936
0.06849,2.9599
0.06875,2.8978
0.06901,2.8077
0.069271,2.6906
0.069531,2.5476
0.069792,2.3801
0.070052,2.1896
0.070313,1.978
0.070573,1.7474
0.070833,1.5
0.071094,1.2381
0.071354,0.96432
0.071615,0.68123
0.071875,0.39158
0.072135,0.098157
0.072396,-0.19621
0.072656,-0.48869
0.072917,-0.77646
0.073177,-1.0568
0.073438,-1.3269
0.073698,-1.5842
0.073958,-1.8263
0.074219,-2.0508
0.074479,-2.2555
0.07474,-2.4385
0.075,-2.5981
0.07526,-2.7326
0.075521,-2.8408
0.075781,-2.9216
0.076042,-2.9743
0.076302,-2.9984
0.076563,-2.9936
0.076823,-2.9599
0.077083,-2.8978
0.077344,-2.8077
0.077604,-2.6906
0.077865,-2.5476
0.078125,-2.3801
0.078385,-2.1896
0.078646,-1.978
0.078906,-1.7474
0.079167,-1.5
0.079427,-1.2381
0.079687,-0.96432
0.079948,-0.68123
0.080208,-0.39158
0.080469,-0.098157
0.080729,0.19621
0.08099,0.48869
0.08125,0.77646
0.08151,1.0568
0.081771,1.3269
0.082031,1.5842
0.082292,1.8263
0.082552,2.0508
0.082812,2.2555
0.083073,2.4385
0.083333,2.5981
0.083594,2.7326
0.083854,2.8408
0.084115,2.9216
0.084375,2.9743
0.084635,2.9984
0.084896,2.9936
0.085156,2.9599
0.085417,2.8978
0.085677,2.8077
0.085937,2.6906
0.086198,2.5476
0.086458,2.3801
0.086719,2.1896
0.086979,1.978
0.08724,1.7474
0.0875,1.5
0.08776,1.2381
0.088021,0.96432
0.088281,0.68123
0.088542,0.39158
0.088802,0.098157
0.089062,-0.19621
0.089323,-0.48869
0.089583,-0.77646
0.089844,-1.0568
0.090104,-1.3269
0.090365,-1.5842
0.090625,-1.8263
0.090885,-2.0508
0.091146,-2.2555
0.091406,-2.4385
0.091667,-2.5981
0.091927,-2.7326
0.092187,-2.8408
0.092448,-2.9216
